abbrev,full,bio,narrative,tours,,,,,,,,,
Borroni 1987,"F. Borroni Salvadori,  'Artisti e viaggiatori agli Uffizi nel Settecento 3', Labyrinthos, 12[1987]: 93-156",,"2602, 2949, 3325",2368,,,,,,,,,
Borroni 1990,"F. Borroni Salvadori, 'Artisti e viaggiatori agli Uffizi nel Settecento 4', Labyrinthos, 17/18[1990]: 199-224",,,,,,,,,,,,
Borroni 1991,"F. Borroni Salvadori, 'Artisti e viaggiatori agli Uffizi nel Settecento 5', Labyrinthos, 19/20[1991]: 227-72",,,3599,,,,,,,,,
"Boswell, Italy","Boswell on the Grand Tour: Italy, 
Corsica, and France 1765-1766, ed. F. Brady and EA. Pottle [1955] ",,"2659, 4072.1, 4072.2",1485,,,,,,,,,
Brand letters MSS A,"letters from Thomas Brand (c.1751-1814) in Italy 1783-4, 1787 and 1790-4: HMC Ailesbury, 249-61",,"556, 654",,,,,,,,,,
Brand letters MSS C,"letters from Thomas Brand (c.1751-1814) in Italy 1783-4, 1787 and 1790-4: to his sister Susan Brand (later Mrs Carr); CUL, Add.8670/1-40",,"556, 654, 1932",,,,,,,,,,
Brand letters MSS D,"letters from Thomas Brand (c.1751-1814) in Italy 1783-4, 1787 and 1790-4: to the Rev Robert Wharton; Durham U. Lib., Wharton MSS",,556,,,,,,,,,,
Brand letters MSS E,"letters from Thomas Brand (c.1751-1814) in Italy 1783-4, 1787 and 1790-4: to Mrs Carr with one to the Rev J. Hall (12 Sep.1791) and one to the Rev Mr Carr (18 Jun.1791); NLS, Brand MSS, acc.10061",,"556, 654, 3450",1543,,,,,,,,,
Brettingham 1983,"J. Kenworthy-Browne, 'Matthew Brettingham's Rome Account Book 1747-54: Wal.Soc., 49[1983]: 37-132",,,"2004, 3827",,,,,,,,,
"Brigstocke, Buchanan","H. Brigstocke, William Buchanan and the 19th century Art Trade [1982] ",,5161,,,,,,,,,,
Brizzi 1976,"G.P. Brizzi, 'La pratica del viaggio d'istruzione in Italia nel Sei- Settecento', Annali dell' Istituto storico italo-germanico in Trento, 2[1976]: 203-91 ",,,"1875, 1974, 1975, 4667",,,,,,,,,
Broadlands MSS,"Southampton U., Hartley Lib., MS 62 [contents of the archive is described in Connell 1957, 466-73]",,,,,,,,,,,,
"Brooke, Observations","N. Brooke, Observations on the Manners and Customs of Italy [1798]",,"2347, 4099","5101, 5286",,,,,,,,,
Brown 1921,"H.F. Brown, Inglesi e Scozzesi all' Universita di Padova dall' anno 1618 sino al 1765 [1921] ",,"652, 720, 1082, 2405, 4199, 4972, 5218","46, 59, 76, 77, 124, 168, 169, 188, 193, 284, 298, 336, 339, 344, 360, 400, 486, 488, 500, 519, 550, 569, 571, 590, 594, 596, 647, 681, 684, 759, 760, 791, 822, 830, 846, 849, 888, 896, 915, 925, 927, 962, 965, 971, 988, 1020, 1020.1, 1039, 1100, 1103, 1106, 1128, 1145, 1150, 1201, 1231, 1232, 1239, 1254, 1404, 1413, 1418, 1437, 1450, 1472, 1478, 1525, 1541, 1550, 1551, 1564, 1588, 1605, 1607, 1612, 1622, 1634, 1639, 1676, 1726, 1737, 1763, 1778, 1789, 1895, 1916, 1924, 1925, 1928, 1934, 1938, 1945, 1983, 2008, 2011, 2050, 2053, 2058, 2099, 2185, 2273, 2285, 2293, 2300, 2303, 2308, 2315, 2316, 2324, 2362, 2403, 2435, 2441, 2460, 2475, 2515, 2516, 2534, 2539, 2551, 2584, 2604, 2640, 2662, 2669, 2704, 2752, 2765, 2784, 2791, 2808, 2809, 2812, 2824, 2826, 2924, 2927, 2930, 2932, 2938, 2970, 2986, 2996, 3002, 3034, 3045, 3048, 3058, 3102, 3115, 3117, 3147, 3167, 3201, 3214, 3222, 3237, 3251, 3252, 3264, 3301, 3302, 3317, 3318, 3336, 3358, 3379, 3382, 3400, 3406, 3437, 3486, 3507, 3511, 3515, 3525, 3563, 3587, 3590, 3594, 3639, 3640, 3650, 3683, 3686, 3736, 3757, 3768, 3822, 3841, 3870, 3874, 3885, 3923, 3951, 3956, 3962, 3966, 3979, 4000, 4014, 4017, 4026, 4041, 4042, 4050, 4061, 4079, 4092, 4104, 4121, 4133, 4136, 4204, 4231, 4247, 4254, 4262, 4305, 4317, 4336, 4367, 4368, 4382, 4383, 4394, 4402, 4408, 4413, 4419, 4421, 4422, 4436, 4438, 4459, 4466, 4485, 4500, 4542, 4547, 4560, 4601, 4602, 4604, 4677, 4682, 4685, 4694, 4737, 4740, 4757, 4776, 4823, 4825, 4874, 4885, 4917, 4927, 4980, 5010, 5018, 5056, 5078, 5095, 5098, 5100, 5105.1, 5105.2, 5122, 5130, 5204, 5220, 5238, 5253, 5254, 5256, 5280",,,,,,,,,
Buchanan 1824,"W. Buchanan, Memoirs of Painting, 2 vols. [1824]",,2627,,,,,,,,,,
Burghley MSS,Burghley House ,,,,,,,,,,,,
Burke Corr.,"Correspondence of the Rt.Hon. Edmund Burke, ed. Earl Fitzwilliam, and Sir R. Bourke, 4 vols. [1844] ",,,,,,,,,,,,
Burl.Mag.,The Burlington Magazine,,,,,,,,,,,,
"Burney, Tour","C. Burney, The Present State of Music in France and Italy: or, the Journal of a Tour through those Countries, undertaken to collect Materials for a General History of Music [2nd ed. 1773] ",,,"33, 3661, 3819, 4269",,,,,,,,,
Byres 1987,"H. Gordon Slade, 'James Byres of Tonley 1734-1817, The Aberdeen Years', Deeside Field,19[1987]:130-39",,2980,,,,,,,,,,
Byres 1989,"D. Ridgway, 'James Byres and the ancient State of Italy: unpublished documents in Edinburgh', Istituto di studi Etruschi e Italici, secondo congresso internazioriale Etrusco, Atti, 1:213-29",,,,,,,,,,,,
Byres letters MSS C,"letters from James Byres in Rome to William Constable 1766-74; Humberside Co. Archives, Beverley; Chichester-Constable MSS, DD/CC/145/6 ",,5226,,,,,,,,,,
Byres letters MSS Y,"letters from James Byres in Rome to Philip Yorke 1779-84; PRO NI, Caledon Castle Mss, 0433/69/ ",,,,,,,,,,,,
Byres MSS,"business papers of Patrick Moir acting for James Byres; includes May 1790 inventory of Byres's house in Rome; NLS, Moir/Byres MSS, deposit 184B",,1077,"1171, 1996, 2132",,,,,,,,,
Canning letters MSS,"letters from Francis Canning in Italy 1793; Glos.RO, Gloucester, D2857/2/16 ",,,,,,,,,,,,
Canoviani MSS,"correspondence of Antonio Canova; Biblioteca Civica, Bassano del Grappa",,,,,,,,,,,,
Carr letters MSS,"letters from Henry Carr in Italy 1739-40, and from John and Harriet Carr in Italy 1791-4; Northumb. RO, Newcastle, Carr-Ellison MSS, 855/B4 ",,,,,,,,,,,,
Carter Letters,Mrs Mary Carter's Letters [1860],,"831, 3717",,,,,,,,,,
Cawdor MSS,"correspondence of 1st Baron Cawdor; Carmarthen RO, Cawdor MSS, box 129 ",,,957,,,,,,,,,
CB,"G.E. C[okayne], Complete Baronetage ",,"3089, 4046",3114,,,,,,,,,
Chaloner 1950,"W.H. Chaloner, 'The Egertons in Italy and the Netherlands, 1729-34. With two unpublished letters from Joseph Smith, sometime H.M. Consul at Venice', Bull.of the John Rylands Lib., 32[1950] :157-70 ",,,,,,,,,,,,
Charlemont MSS,RIA,,,,,,,,,,,,
"Chesterfield, Letters","Chesterfield (4th Earl of), Letters, ed. B. Dobrée, 6 vols. [1932] ",,,,,,,,,,,,
Chetham jnl.MSS,"Humphrey Chetham's Journal 1702-12; Chetham Library, Manchester, Chetham MSS, no.8",,"641, 917",5039,,,,,,,,,
Chichester-Constable MSS,"Humberside Co.Archives, Beverley",,,"2142, 4754",,,,,,,,,
CL,Country Life,,,,,,,,,,,,
Clark/Bowron,"A.M. Clark, ed. E.P. Bowron, Pompeo Batoni [1985] [ref. to cat.nos.]",,"47, 122, 220, 221, 259, 332, 335, 377, 448, 573, 587, 644, 664, 699, 746, 863, 897, 929, 981, 1033, 1086, 1130, 1207, 1223, 1283, 1284, 1300, 1305, 1305, 1316, 1340, 1366, 1370, 1377, 1389, 1516, 1603, 1631, 1633, 1692, 1697, 1704, 1705, 1709, 1800, 1820, 1909, 1914, 1946, 1948, 1949, 1968, 2003, 2022, 2042, 2104, 2118, 2131, 2164, 2203, 2344, 2363, 2417, 2431, 2540, 2625, 2722, 2747, 2764, 2799, 2885, 2886, 2918, 2982, 3044, 3068, 3234, 3294, 3378, 3387, 3420, 3433, 3472, 3545, 3652, 3799, 3887, 3909, 3957, 4009, 4085, 4166, 4212, 4302, 4439, 4475, 4509, 4541, 4552, 4567, 4571, 4624, 4655, 4760, 4762, 4770, 4864, 4993, 5044, 5162, 5217, 5261, 5277, 5279  ","1776, 2890, 3421",,,,,,,,,
"Clarke, Life","Rev W. Otter, The Life and Remains of Edward Daniel Clarke, 2 vols. [1825] ",,,,,,,,,,,,
Clerk of Penicuik MSS,"SRO, GD 18; correspondence of Alexander and Sir John Clerk 1733-7 (4564), letters from Robert Adam 1754-7 (4745-4839), James Adam 1760-63 (4861-4957), and John Clerk 1768-70 (5494) ",,,"2604, 2717, 3093.1, 3876",,,,,,,,,
Clitherow jnl.MSS,"journal of James Clitherow in Italy 1789-90, formerly coll. F.J.B. Watson ",,1004,2000,,,,,,,,,
Cochrane jnl.MSS,"journal of Capt.William Cochrane in Italy 1794-6; Edinburgh U.Lib., Laing MSS 792",,"302, 1014","78, 191, 967, 2587, 3631, 3950, 4127, 4953, 5039, 5168",,,,,,,,,
Coke accts.MSS,account book of Thomas Coke's expenses 1714-18 kept by Edward Jarrett; Holkham MS 733 and 734,,,"62, 2054, 2192",,,,,,,,,
Coke Letters,"Lady Mary Coke, Letters and Journals, 1756-74, 4 vols.[1889-96]",,,1158,,,,,,,,,
"Cole, Memoirs","Christian Cole, Historical and Political Memoirs [ 1735] ",,,,,,,,,,,,
Commons 1,"The History of Parliament. The House of Commons 1715-54, ed. R. Sedgwick, 2 vols. [1970]
 ","1457, 2453, 4355",,"3426, 3595",,,,,,,,,
Commons 2,"The History of Parliament. The House of Commons 1754-90, ed. L. Namier and J. Brooke, 3 vols. [1964]","765, 885, 4353, 5073","1851, 2018, 2060, 2115","95, 326",,,,,,,,,
Commons 3,"The History of Parliament. The House of Commons 1790-1820, ed. R.G. Thorne, 5 vols. [1986]",,1491,1715,,,,,,,,,
Compton MSS,"Castle Ashby, Northants",,,,,,,,,,,,
Connell 1957,"B. Connell, Portrait of a Whig Peer, compiled from the papers of the Second Viscount Palmerston 1739-1802 [1957] ",,,449,,,,,,,,,
"Constable, Flaxman","W.G. Constable, John Flaxman [1927]",,,,,,,,,,,,
"Constable, Wilson","W.G. Constable, Richard Wilson [1953]",,,4194,,,,,,,,,
Contstable-Links,"W.G. Constable, J.G. Links, Canaletto, 2 vols. [1976] ",,,,,,,,,,,,
"Copley, Letters","Letters and Papers of John Singleton Copley and Henry Pelham 1739-76, Mass.Hist.Soc. [1914] ",,,,,,,,,,,,
Cork Letters,"Letters from Italy in the years 1754 and 1755, by the late right Honourable John Earl of Corke and Orrery [1773] ",,1134,,,,,,,,,,
Cotes jnl.MSS,"journal of John Cotes in Italy 1772; Pitchford MSS, priv.coll.",,"1144, 5162","493, 2054, 2371, 2556, 2880",,,,,,,,,
Cour de Stuarts 1992,"La Cour des Stuarts à Saint- Germain-en-Laye au temps de Louis XIV, exh.cat., Saint-Germain-en-Laye [1992] ",,,,,,,,,,,,
Coutts ledgers,"Coutts Bank, London; MSS letter books ",,"1397,  4148","1427, 2863, 3124, 5060",,,,,,,,,
Cowling jnl.MSS,"journal of Peter Cowling in Italy 1786; CUL, Palmer MSS, C/4 (original), C/5 (fair copy with sketches and later notes) ",,"1163, 1356, 4283.1, 4283.2",,,,,,,,,,
CP,"G.E.C[okayne], The Complete Peerage","658, 3192, 4906","12, 480, 1055, 1713, 2043, 2051, 2589, 2783, 3347, 3392, 4037, 4461, 4624, 4972, 5190",4286,,,,,,,,,
Cust,"L.Cust, History of the Society of Dilettanti [1898]",4207,4830,,,,,,,,,,
DAB,Dictionary of American Biography ,,3308,,,,,,,,,,
Dalrymple of Newhailes MSS,"NLS, acc.7228",,,,,,,,,,,,
Danby jnl.MSS,"journal of William Danby in Italy 1788-9; N. Yorks.RO, Northallerton, ZS [microfilm no.2291, frames 2819-77] ",,1286,"1189.1, 1189.2, 1832, 1903, 1904, 2604, 3362, 3454, 4298, 4430, 4648",,,,,,,,,
Dance letters MSS,"letters from George and Nathaniel Dance in Italy 1760-63 to their family; RIBA, MSS DA FAM/1/3. ",,,,,,,,,,,,
DBA,"H. Colvin, Dictionary of British Architects [3rd ed. 1995]",1944,"178, 301, 566, 1177, 2402, 3448, 4244, 4699, 4992, 5244",,,,,,,,,,
DBS,"R. Gunnis, Dictionary of British Sculptors [rev. ed. 1968]",,"434, 1347, 3708, 3726, 4154, 4507, 4699, 5040",,,,,,,,,,
de Brosses 1880,"Président Charles de Brosses, Lettres familières écrites d'Italie en 1739 et 1740 [1880] ",,,1101,,,,,,,,,
Dennistoun,"J.Dennistoun, Memoirs of Sir Robert Strange ... and ... Andrew Lumisden, 2 vols. [1855]",,"4543, 4548","692, 1083, 1112, 1451, 2159, 2160, 2323, 2725, 3097, 4631, 4902",,,,,,,,,
de Grey jnl.MSS,"journal of Thomas de Grey in Italy 1770-71; Norfolk RO, Norwich, Walsingham (Merton) coll., LXX/3 ",,1353,,,,,,,,,,
de Grey list MSS,"list of people met in Italy 1770-71 by Thomas de Grey; Norfolk RO, Norwich, Walsingham (Merton) coll., LVIII/2 ",,1353,,,,,,,,,,
Dian,"Notizie dei due secoli XVIII e XIX spettanti alla citta di Vicenza raccolte da me Giuseppe Dian; Biblioteca Bertoliana, Vicenza, MS. Ganz.20.10.2 (2959) ",,,,,,,,,,,,
Diario Ordinario,newspaper of Rome; BAV ,,5257,"2019, 3331, 4223, 4617",,,,,,,,,
Dick corr.MSS,[Sir] John Dick correspondence; priv.coll. (notes taken by RBF 1967) ,,"1202, 1569",3156,,,,,,,,,
Digby letters MSS,letters from Kenelm Digby on his grand tour 1789-90 to his  brother Wriothesley; lent to Birmingham Ref.Lib. [1971] ,,1392,,,,,,,,,,
Dilettanti MSS,"Society of Dilettanti MSS, deposited with the Society of Antiquaries, London ",,,1101,,,,,,,,,
DNB,Dictionary of National Biography ,"163, 1056, 1069, 2005, 2287","87, 198, 332, 338, 457, 549, 637, 710, 806, 889, 1133, 1176, 1240, 1241, 1271, 1398, 1403, 1494, 1567, 1598, 1729, 1745, 1786, 1851, 2012, 2015, 2037, 2085, 2086, 2258, 2377, 2598, 2647, 2721, 2732, 2901, 3069, 3123, 3273, 3345, 3561, 3597, 3605, 3808, 3931, 3975, 3982, 4039, 4040, 4199, 4246, 4284, 4344, 4350, 4496, 4536, 4562, 4569, 4570, 4584, 4655, 4658, 4725, 4848, 4873, 5083, 5116, 5206, 5230","620, 712, 1187, 3010, 3487, 3774, 3866, 4112, 4703, 4782, ",,,,,,,,,
Drake jnl.MSS,"account of a tour in Italy 1750-52 by Francis Drake (1721--95); Magd.Oxf., MSS 246, 247. ",,1468,,,,,,,,,,
Drake letters MSS,"letters from William Drake jr. in Italy to his family, Sep.1768- Oct.1769; Bucks RO, Aylesbury, D/DR/8/2; and letters from Dr Townson to William Drake sr., Oct.1768-Sep.1769; D/DR/8/3 ",,,"1629, 3095",,,,,,,,,
"Drummond, Travels","A. Drummond, Travels through different cities of Germany, Italy, Greece, & several parts of Asia as far as the Euphrates: in a series of letters [1754] ",,,"78, 387, 640, 2192, 2361, 3539, ",,,,,,,,,
"du Prey, Soane 1977","P.dlR. du Prey, John Soane's Architectural Education [1977]",,,,,,,,,,,,
"du Prey, Soane 1982","P.dlR. du Prey, John Soane, the making of an Architect [1982]",,,,,,,,,,,,
"Dutens, Memoirs","[L. Du tens], Memoirs of a Traveller, now in retirement. written by himself, interspersed with Historical, Literary, and Political Anecdotes relative to Many of the Principal Personages of the present age. Translated from the French, under the supervision of the author, 5 vols. [1806] ",,,,,,,,,,,,
Edwards 1808,"E. Edwards, Anecdotes of Painters ... in England [1808]",,2668,,,,,,,,,,
"Elcho, Short Account","Lord Elcho [David Wemyss], Short Account of the Affairs of Scotland 1744, 1745, 1746, ed. E. Charteris [ 1907] ",,,"1756, 2586",,,,,,,,,
Elliot Letters,"Life and Letters of Sir Gilbert Elliot from 1751 to 1806, ed. Countess of Minto, 3 vols. [1874]",,,,,,,,,,,,
Elliot MSS,Gateshead Central Lib.,,,,,,,,,,,,
Erffa/Staley,"H. von Erffa and A. Staley, The Paintings of Benjamin West [1986] ",,,,,,,,,,,,
Farington Diary,"The Diary of Joseph Farington 1793-1821, 16 vols., ed. K. Garlick and A. Macintyre (1-6), K. Cave (7-16) [1978-84] ",,,,,,,,,,,,
Farington jnl.MSS,"journal of Sir William Farington on a continental tour 1765; Lancs. RO, Preston, Farington MSS, DDF/14",,,"78, 539, 1660, 2619, 3531, 3661, 4072.1, 4072.2, 4960, ",,,,,,,,,
Finch MSS,"Leics. RO, Leicester ",,,,,,,,,,,,
Findlater letters MSS,"letters from 7th Earl of Findlater and Seafield in Italy 1771-3 to his mother; SRO, Seafield MSS, GD 248/567/94 ",,1718,,,,,,,,,,
Fitzgerald 1949,"B.Fitzgerald, Emily, Duchess of Leinster [1949]",,,,,,,,,,,,
Fitzroy MSS,"correspondence of 3rd Duke of Grafton; Suffolk RO, Bury St Edmunds, acc.no.423, part iv",,,,,,,,,,,,
Mrs Flaxman jnl.MSS 1,"Mrs Flaxman's diary in Italy 1787-8; BL, Add.39787 ",,,,,,,,,,,,
Mrs Flaxman jnl.MSS 2,"Mrs Flaxman's diary in Italy 1791-4; BL, Add.39792",,,"1341, 4245, 4363, 4557",,,,,,,,,
"Fleming, Adam","J.Fleming, Robert Adam and his Circle in Edinburgh and Rome [1962]",,"723, 2514, 2672, ","4075, 4081.1, 4081.2, 4105, 5142",,,,,,,,,
Folkes jnl.MSS,"Martin Folkes journal in Italy, 15 Jun.-12 Nov. 1733; Bodl., MS Eng Misc c.444 ",,,"784, 5157.1, 5157.2",,,,,,,,,
Forbes MSS,family letters concerning Anne Forbes in Italy 1767-71; priv. coll. 1960 ,,,"226, 2914, 3641.1, 3641.2, 4834",,,,,,,,,
Forbes jnl.MSS,"journal of Sir William Forbes in Italy 1792-3; NLS, Forbes MSS 1539-45 ",,"1626, 1777","1723, 1739, 3460, 3794",,,,,,,,,
Foster,"J.Foster, Alumni Oxonienses 1500-1714, 4 vols. [1891-92]",,,,,,,,,,,,
Fothergill 1969,"B. Fothergill, Sir William Hamilton [ 1969]",,"3574, 370",,,,,,,,,,
Fothergill 1974,"B. Fothergill,The Mitred Earl [1974]",,,3095,,,,,,,,,
"Fox, Mem. and Corr.","Memorials and Correspondence of Charles James Fox, ed. Lord John Russell, 4 vols. [1853-7] ",,,,,,,,,,,,
Francis jnl.MSS,"journal of Sir Philip Francis in Italy 1772; BL,. Add.40759 ",,1828,"1399, 3204, 3288, 5286",,,,,,,,,
Freeman jnl.MSS,"journal of William Freeman in Italy 1728-9; BL, Add.36249,ff2-246 ",,1849,,,,,,,,,,
Freeman notebk.MSS,"notebook of Sambrooke Freeman for his Italian tour 1744-76; Glos.RO, Gloucester, D1245/FF38/D9",,1847,,,,,,,,,,
Fuseli Circle 1979,"Nancy L. Pressly, The Fuseli Circle in Rome, Early Romantic Art of the 1770s, exh.cat., YCBA [1979] ",,,,,,,,,,,,
Gabrieli 1991,"G. Gabrieli, Lido di oggi Lido di allora [1991]",,,,,,,,,,,,
"Galilei, cart.","correspondence of Alessandro Galilei; ASP, Carte Galilei ",,,,,,,,,,,,
"Galt, West","J.Galt, The Life, Studies and Works of Benjamin West, in two parts [ 1820]",,,,,,,,,,,,
Gandy letters MSS,"letters to his parents from J.M. Gandy in Italy 1794-7; typed transcript, RIBA, Gandy Family MSS, box 1 ",,1891,1662,,,,,,,,,
Gardenstone 1791-5,"Lord Gardenstone [Francis Garden], Travelling Memorandums made in a Tour upon the continent of Europe the years 1786, '87 & '88, 3 vols. [1791-5]",,"3615, 3658",1559,,,,,,,,,
Garrick Letters,"The Letters of David Garrick, ed. D.M. Little and G.M. Kahrl, 3 vols. [1963]",,,,,,,,,,,,
Garrick Priv.Corr.,"Private Correspondence of David Garrick, ed. J. Boaden, 2 vols. [1831-2]",,,,,,,,,,,,
Gascoigne jnl.MSS,"Edward Gascoigne, travel journal 1724-6; West Yorks Archive Service, Leeds, GC/F6/7, 12 a-c.",,1277,"979, 1101, 2857, 3130, 3665, 4119",,,,,,,,,
Gazz.Tosc.,Gazzetta Toscana ,,,,,,,,,,,,
Genoa cons.corr.MSS,"correspondence 1776-9 between British consuls in Genoa (J. Holford, J. Brame and, principally, J. Collett) with W. Poyntz, sec. in Turin; priv. coll.",,"216, 3961, 5159","2101, 2408, 2685, 2696, 2880",,,,,,,,,
Gibbes jnl.MSS ,"Elizabeth Gibbes journal in Italy 1789-90; PRO, Colchester MSS, 30/9/7",,"1721, 1932, 2196","199, 638, 1156, 1857, 2271, 2288, 3397, 3862, 4789",,,,,,,,,
Gibbon Journey,"Gibbon's Journey from Geneva to Rome, His Journal from 20 April to 2 October 1764, ed. G. Bonnard [1961]",,,"1592, 3342",,,,,,,,,
Gibbon Letters,"The Letters of Edward Gibbon, ed. J.E. Norton, 3 vols. [ 1956] ",,,,,,,,,,,,
"Gibbon, Misc.Works","E. Gibbon, Miscellaneous Works, ed. Lord Sheffield, 5 vols. [1814]",,,,,,,,,,,,
Gibson 1987,"E. Gibson, 'The Royal Academy of Music (1719-28) and its Directors' in S. Sadie & A. Hicks ed., Handel: A Tercentenary Collection [1987] ",1213,,,,,,,,,,,
Gibson 1989,"E. Gibson, The Royal Academy of Music 1719-1720, The Institution and Its Directors [1989]",,,,,,,,,,,,
GM,Gentleman's Magazine,2753,517,"1934, 2047, 2048, 2558, 3381, 4359",,,,,,,,,
"Gordon, Personal Memoirs","Pryse Lockhart Gordon, Personal Memoirs or Reminiscences of Men and Manners, 2 vols. [ 1830] ",,2683,3427,,,,,,,,,
Grant 1957-61,"M.H. Grant, A Chronological History of the Old English Landscape Painters, 8 vols.[1957-61] ",,,,,,,,,,,,
Granville Letters,"Lord Granville Leveson Gower (first Earl Granville) Private Corresponence 1781 to 1821, ed. Castalia, Countess Granville, 2 vols. [1916]",,,,,,,,,,,,
Gray Letters,"Correspondence of Thomas Gray, ed. P. Toynbee and L. Whibley, 3 vols. [1935",,,,,,,,,,,,
Grenville Papers,"The Grenville Papers being the correspondence of Richard Grenville Earl Temple and the Rt. Hon. George Grenville their friends and contemporaries, ed. W.J. Smith, 4 vols.[1853]",,,,,,,,,,,,
Grey jnl.MSS 1,"journal of Lord Grey de Wilton in Italy 1784-5; priv.coll., on loan Manchester AG",,2121,"433, 1759, 2177, 2264, 2500, 2528, 2962, 3716, 3754, 4098, 4965",,,,,,,,,
Grey jnl.MSS 2,"notebook and account book of Lord Grey de Wilton in Italy 1787-8; Greater Manchester CRO, Wilton MSS, E4 ",,"1579, 2121","104, 202, 2247, 2902, 3986, 4911, 4960",,,,,,,,,
Grimston letters MSS,"letters from Robert Grimston in Italy 1767-8 to his guardian John Grimston; Humberside Co. Archives, Beverley, DDGR/4",,"4652.1, 4652.2",2450,,,,,,,,,
Grove 1980,The New Grove Dictionary of Music and Musicians [1980],,"549, 735, 974, 1133",832,,,,,,,,,
