index	education	from	to	degree	degreeDate	teacher	institution	place
1266	Trin. Oxf.						Trinity College, Oxford	Oxford
1266	Trin. Oxf.			BA	1782		Trinity College, Oxford	Oxford
1269	Leiden U.	1731					Leiden University	Leiden
1270	Queen's Oxf.	1708					Queen's College, Oxford	Oxford
1271	Edinburgh U.						Edinburgh University	Edinburgh
1271	Leiden U.						Leiden University	Leiden
1272	Eton						Eton College School	Eton
1272	Edinburgh U.						Edinburgh University	Edinburgh
1281	Eton						Eton College School	Eton
1281	Trin. Camb.	1763					Trinity College, Cambridge	Cambridge
1282	Eton						Eton College School	Eton
1282	Trin. Camb.	1762					Trinity College, Cambridge	Cambridge
1284	Eton						Eton College School	Eton
1284	Trin. Camb.	1766					Trinity College, Cambridge	Cambridge
1285	King's Camb.	1732					King's College, Cambridge	Cambridge
1285				DD	1755			
1286	Christ's Camb.	1770					Christ's College, Cambridge	Cambridge
1288						Hayman		
1295	Clare Camb.	1722					Clare College, Cambridge	Cambridge
1296	M.Temple	1707					Middle Temple	London
1299	Eton						Eton College School	Eton
1299	Ch.Ch. Oxf.						Church Christ College, Oxford	Oxford
1300	Trin. Oxf.	1749					Trinity College, Oxford	Oxford
1302	Eton						Eton College School	Eton
1304	Magd. Oxf.	1698					Magdalene College, Oxford	Oxford
1304	I.Temple	1697					Inner Temple	London
1304	L.Inn	1702					Lincoln's Inn	London
1304	G.Inn	1709					Gray's Inn	London
1305	BNC Oxf.	1763					Brasenose College, Oxford	Oxford
1306	Abingdon GS						Abingdon Grammar School	Abingdon, Oxfordshire
1307	Oriel Oxf.	1735					Oriel College, Oxford	Oxford
1308	Univ. Coll. Oxf.	1765					University College, Oxford	Oxford
1312	Balliol Oxf.	1696					Balliol College, Oxford	Oxford
1316	Trin. Camb.	1752					Trinity College, Cambridge	Cambridge
1332	St John's Oxf.	1739					St John's College, Oxford	Oxford
1332				DCL	1749			
1333	Ch.Ch. Oxf.	1779					Church Christ College, Oxford	Oxford
1334	Magd. Oxf.	1713					Magdalene College, Oxford	Oxford
1336	Ch.Ch. Oxf.	1703					Church Christ College, Oxford	Oxford
1337	Eton						Eton College School	Eton
1337	Ch.Ch. Oxf.	1745					Church Christ College, Oxford	Oxford
1339	Eton						Eton College School	Eton
1339	Trin. Camb.	1763					Trinity College, Cambridge	Cambridge
1342						Humphry		
1347	London	1776				Thomas Carter		London
1347	RA Schools	1777					Royal Academy Schools	London
1352	St John's Camb.	1697					St John's College, Cambridge	Cambridge
1353	Eton						Eton College School	Eton
1353	Trin. Hall Camb.	1766					Trinity Hall College, Cambridge	Cambridge
1353	M.Temple	1764					Middle Temple	London
1354	Dublin Society Schools of Drawing					Robert West	Dublin Society Schools of Drawing	Dublin
1364	Oriel Oxf.	1726					Oriel College, Oxford	Oxford
1366	King's Canterbury							Canterbury
1366	Westminster						Westminster School	Westminster, London
1366	St John's Camb.	1751					St John's College, Cambridge	Cambridge
1370	Ch.Ch. Oxf.	1752					Church Christ College, Oxford	Oxford
1370	I.Temple	1756					Inner Temple	London
1372	RA Schools	1786					Royal Academy Schools	London
1374	Ch.Ch. Oxf.	1739					Church Christ College, Oxford	Oxford
1386	Westminster						Westminster School	Westminster, London
1386	Trin. Hall Camb.	1767					Trinity Hall College, Cambridge	Cambridge
1389	Westminster						Westminster School	Westminster, London
1389	Magd. Oxf.	1747					Magdalene College, Oxford	Oxford
1390	Ch.Ch. Oxf.	1790					Church Christ College, Oxford	Oxford
1391	Magd. Oxf.	1703					Magdalene College, Oxford	Oxford
1418	St John's Oxf.	1704					St John's College, Oxford	Oxford
1421	Winchester						Winchester College School	Winchester
1421	Exeter Oxf.	1707					Exeter College, Oxford	Oxford
1421	L.Inn	1711					Lincoln's Inn	London
1440	Westminster						Westminster School	Westminster, London
1441	Westminster						Westminster School	Westminster, London
1445	Eton						Eton College School	Eton
1447	King's Camb.						King's College, Cambridge	Cambridge
1447	King's Camb.			MA	1722		King's College, Cambridge	Cambridge
1449	Aberdeen U.						Aberdeen University	Aberdeen
1449	Leiden U.	1766					Leiden University	Leiden
1449	L.Inn	1771					Lincoln's Inn	London
1457	Leiden U.						Leiden University	Leiden
1457	Westminster						Westminster School	Westminster, London
1457	Ch.Ch. Oxf.	1737					Church Christ College, Oxford	Oxford
1460	Eton						Eton College School	Eton
1465						Benjamin West		
1465	RA Schools	1769					Royal Academy Schools	London
1468	Lincoln Oxf.	1739					Lincoln College, Oxford	Oxford
1468				DD	1773			
1471	St John's Oxf.	1706					St John's College, Oxford	Oxford
1473	Westminster						Westminster School	Westminster, London
1473	BNC Oxf.	1739					Brasenose College, Oxford	Oxford
1473				DCL	1749			
1474	Ch.Ch. Oxf.	1741					Church Christ College, Oxford	Oxford
1475	Westminster						Westminster School	Westminster, London
1475	BNC Oxf.	1765					Brasenose College, Oxford	Oxford
1481	Leiden U.	1698	1700				Leiden University	Leiden
1488	Douai						Douai College	Douai
1490	Douai	1692					Douai College	Douai
1491	St Andrews U.	1784					St Andrews University	St Andrews
1494	Ch.Ch. Oxf.	1685					Church Christ College, Oxford	Oxford
1495	Saumur						Saumur	Saumur
1498	Caius Camb.	1727					Gonville and Caius College, Cambridge	Cambridge
1506	St John's Oxf.	1739					St John's College, Oxford	Oxford
1506				DD	1757			
1508	St Andrews			MD	1751		St Andrews University	St Andrews
1509	Ch.Ch. Oxf.	1774					Church Christ College, Oxford	Oxford
1509				DCL	1779			
1513	Westminster						Westminster School	Westminster, London
1513	Ch.Ch. Oxf.	1742					Church Christ College, Oxford	Oxford
1515	Harrow						Harrow School	London
1515	Trin. Camb.	1784					Trinity College, Cambridge	Cambridge
1516	Eton						Eton College School	Eton
1516	St Andrews U.	1756					St Andrews University	St Andrews
1522	M.Temple	1752					Middle Temple	London
1527	Trin. Oxf.	1807					Trinity College, Oxford	Oxford
1531	Pembroke Oxf.	1784					Pembroke College, Oxford	Oxford
1532						Casali		
1532						West		
1532	RA Schools	1769					Royal Academy Schools	London
1535						Joshua Reynolds		
1535	RA Schools	1769					Royal Academy Schools	London
1539		1716	1720			his father		
1539	London	1720				Jn. Richardson		London
1555	Ch.Ch. Oxf.	1766					Church Christ College, Oxford	Oxford
1556	Ch.Ch. Oxf.	1783					Church Christ College, Oxford	Oxford
1556	M.Temple	1787					Middle Temple	London
1557	Eton						Eton College School	Eton
1557	Ch.Ch. Oxf.	1770					Church Christ College, Oxford	Oxford
1561	Harrow						Harrow School	London
1561	Ch.Ch. Oxf.	1781					Church Christ College, Oxford	Oxford
1563	St Martin's Lane Academy						St Martin's Lane Academy	London
1563	RA Schools	1769					Royal Academy Schools	London
1578	Eton						Eton College School	Eton
1578	Ch.Ch. Oxf.	1773					Church Christ College, Oxford	Oxford
1581	Winchester						Winchester College School	Winchester
1584	Angers	1739	1740					Angers
1585	St Andrews U.						St Andrews University	St Andrews
1586	Rugby							Rugby
1587	Harrow						Harrow School	London
1587	Westminster						Westminster School	Westminster, London
1587	St Andrews U.						St Andrews University	St Andrews
1587	Paris U.						Paris University	Paris
1591	Fontainebleau mil. acad.						Fontainebleau Military Academy	Fontainebleau
1591	Edinburgh U.						Edinburgh University	Edinburgh
1591	Ch.Ch. Oxf.	1768					Church Christ College, Oxford	Oxford
1591	L.Inn	1769					Lincoln's Inn	London
1600	Westminster						Westminster School	Westminster, London
1600	Ch.Ch. Oxf.	1732					Church Christ College, Oxford	Oxford
1601	Ch.Ch. Oxf.	1665					Church Christ College, Oxford	Oxford
1601	Camb.			MA	1671			Cambridge
1603	Clare Camb.	1752					Clare College, Cambridge	Cambridge
1608	Trin. Dublin			MA	1695		Trinity College Dublin	Dublin
1608	Trin. Dublin			LLD	1708		Trinity College Dublin	Dublin
1616	Dublin Society Schools of Drawing					Robert West	Dublin Society Schools of Drawing	Dublin
1627	L.Inn	1728					Lincoln's Inn	London
1633	St John's Oxf.	1766					St John's College, Oxford	Oxford
1636	Eton						Eton College School	Eton
1643	Eton						Eton College School	Eton
1643	St John's Camb.	1723					St John's College, Cambridge	Cambridge
1644	Winchester						Winchester College School	Winchester
1644	St John's Camb.	1744					St John's College, Cambridge	Cambridge
1645						Francis Bindon		
1645	Paris							Paris
1645	Amsterdam							Amsterdam
1647	Corpus Camb.	1727					Corpus Christi College, Cambridge	Cambridge
1652	RA Schools	1781					Royal Academy Schools	London
1660	St John's Camb.	1740					St John's College, Cambridge	Cambridge
1683	Ch.Ch. Oxf.	1716					Church Christ College, Oxford	Oxford
1683	L.Inn	1714					Lincoln's Inn	London
1684	Emmanuel Camb.	1759					Emmanuel College, Cambridge	Cambridge
1684	G.Inn	1762					Gray's Inn	London
1692	Edinburgh U.			MA	1773		Edinburgh University	Edinburgh
1694	La Flèche.							La Flèche
1704	Eton						Eton College School	Eton
1704	Univ. Coll. Oxf.	1772					University College, Oxford	Oxford
1713	Westminster						Westminster School	Westminster, London
1713	Ch.Ch. Oxf.	1704					Church Christ College, Oxford	Oxford
1715	Westminster						Westminster School	Westminster, London
1715	Trin. Camb.	1773					Trinity College, Cambridge	Cambridge
1718	Ch.Ch. Oxf.	1769					Church Christ College, Oxford	Oxford
1729	Peterhouse Camb.						Peterhouse College, Cambridge	Cambridge
1729				DD	1789			
1736	St John's Camb.	1770					St John's College, Cambridge	Cambridge
1738	St John's Camb.	1765					St John's College, Cambridge	Cambridge
1738	L.Inn	1773					Lincoln's Inn	London
1742	Eton						Eton College School	Eton
1745	Charterhouse						Charterhouse School	Godalming
1745	Trin. Hall Camb.	1761					Trinity Hall College, Cambridge	Cambridge
1746	Eton						Eton College School	Eton
1747	Eton						Eton College School	Eton
1747	King's Camb.						King's College, Cambridge	Cambridge
1748	Clare Camb.	1729					Clare College, Cambridge	Cambridge
1750	RA Schools	1770					Royal Academy Schools	London
1758	Ch.Ch. Oxf.	1720					Church Christ College, Oxford	Oxford
1760	Clare Camb.	1707					Clare College, Cambridge	Cambridge
1782	Dublin					Michael Mitchell		Dublin
1792	Dublin Society Schools of Drawing	1747				Robert West	Dublin Society Schools of Drawing	Dublin
1814	Ch.Ch. Oxf.	1693					Church Christ College, Oxford	Oxford
1816	Eton						Eton College School	Eton
1816	Hertford Oxf.	1764					Hertford College, Oxford	Oxford
1816	L.Inn	1764					Lincoln's Inn	London
1818	Ch.Ch. Oxf.	1717					Church Christ College, Oxford	Oxford
1819	Eton						Eton College School	Eton
1819	Ch.Ch. Oxf.	1721					Church Christ College, Oxford	Oxford
1820	Eton						Eton College School	Eton
1824	Dublin Society Schools of Drawing	1765					Dublin Society Schools of Drawing	Dublin
1828	St Paul's						St Paul's School	London
1831	Jesus Camb.	1711					Jesus College, Cambridge	Cambridge
1831	M.Temple	1711					Middle Temple	London
1833	Jesus Camb.	1700					Jesus College, Cambridge	Cambridge
1837	RA Schools	1786					Royal Academy Schools	London
1839	Westminster						Westminster School	Westminster, London
1839	New Coll. Oxf.	1725					New College, Oxford	Oxford
1839	M.Temple	1728					Middle Temple	London
1841	Westminster						Westminster School	Westminster, London
1841	New Coll. Oxf.	1725					New College, Oxford	Oxford
1841	M.Temple	1729					Middle Temple	London
1842	Univ. Coll. Oxf.	1722					University College, Oxford	Oxford
1842	G.Inn	1728					Gray's Inn	London
1844	RA Schools	1782					Royal Academy Schools	London
1844		1782	1785			Philip Reinagle		
1845	Magd. Oxf.	1719					Magdalene College, Oxford	Oxford
1847	Univ. Coll. Oxf.	1739					University College, Oxford	Oxford
1848	Magd. Oxf.	1773					Magdalene College, Oxford	Oxford
1849	Magd. Oxf.	1719					Magdalene College, Oxford	Oxford
1849				DCL	1747			
1851	Westminster						Westminster School	Westminster, London
1851	Ch.Ch. Oxf.	1694					Church Christ College, Oxford	Oxford
1851				MD	1707			
1866	Edinburgh U.	1768					Edinburgh University	Edinburgh
1866	L.Inn	1774					Lincoln's Inn	London
1867	Caius Camb.	1695					Gonville and Caius College, Cambridge	Cambridge
1869	Exeter Oxf.	1734					Exeter College, Oxford	Oxford
1872	Eton						Eton College School	Eton
1876	Westminster						Westminster School	Westminster, London
1891		1786				James Wyatt		
1893	Edinburgh U.						Edinburgh University	Edinburgh
1896	Eton						Eton College School	Eton
1896	St John's Camb.	1762					St John's College, Cambridge	Cambridge
1897	Eton						Eton College School	Eton
1897	St Catharine's Camb.	1742					St Catharine's College, Cambridge	Cambridge
1906	Glasgow U.						Glasgow University	Glasgow
1909	L.Inn	1737					Lincoln's Inn	London
1911	Westminster						Westminster School	Westminster, London
1911	Ch.Ch. Oxf.	1782					Church Christ College, Oxford	Oxford
1912						Robert Carver		
1926	Pembroke Camb.	1741					Pembroke College, Cambridge	Cambridge
1933	M.Temple	1755					Middle Temple	London
1934	St Alban Hall Oxf.	1696					St Alban Hall, Oxford	Oxford
1935	Westminster						Westminster School	Westminster, London
1935	Magd. Oxf.	1752	1753				Magdalene College, Oxford	Oxford
1944	Italy							Italy
1946	Eton						Eton College School	Eton
1946	Ch.Ch. Oxf.	1763					Church Christ College, Oxford	Oxford
1946	L.Inn	1762					Lincoln's Inn	London
1952	Exeter Oxf.	1779					Exeter College, Oxford	Oxford
1958	Glasgow U.						Glasgow University	Glasgow
1966	Eton						Eton College School	Eton
1982	Eton						Eton College School	Eton
1982	Queen's Oxf.	1723					Queen's College, Oxford	Oxford
1985	New Coll. Oxf.	1729					New College, Oxford	Oxford
1985				BCL	1736			
1985				DCL	1758			
2002	Aberdeen U.						Aberdeen University	Aberdeen
2003	Eton						Eton College School	Eton
2005	Ratisbon							Ratisbon
2014	Aberdeen U.						Aberdeen University	Aberdeen
2017	Glasgow U.	1748					Glasgow University	Glasgow
2018	Harrow						Harrow School	London
2018	Eton						Eton College School	Eton
2023	Ch.Ch. Oxf.	1729					Church Christ College, Oxford	Oxford
2032						John Riley		
2033	Trin. Oxf.	1775					Trinity College, Oxford	Oxford
2037	Westminster						Westminster School	Westminster, London
2037	Ch.Ch. Oxf.	1775					Church Christ College, Oxford	Oxford
2038	Queen's Oxf.	1735					Queen's College, Oxford	Oxford
2042	Westminster						Westminster School	Westminster, London
2042	Peterhouse Camb.	1751					Peterhouse College, Cambridge	Cambridge
2045	Magd. Oxf.	1778					Magdalene College, Oxford	Oxford
2046	Eton						Eton College School	Eton
2046	Trin. Camb.	1773					Trinity College, Cambridge	Cambridge
2051	Ch.Ch. Oxf.	1766					Church Christ College, Oxford	Oxford
2056	Eton						Eton College School	Eton
2056	Trin. Camb.	1738					Trinity College, Cambridge	Cambridge
2057	Eton						Eton College School	Eton
2061	Westminster						Westminster School	Westminster, London
2061	Christ's Camb.	1756					Christ's College, Cambridge	Cambridge
2073	Balliol Oxf.	1741					Balliol College, Oxford	Oxford
2073	M.Temple	1739					Middle Temple	London
2077	Eton						Eton College School	Eton
2079	Clare Camb.	1727					Clare College, Cambridge	Cambridge
2082	St Mary Hall Oxf.						St Mary's Hall College, Oxford	Oxford
2082	St Mary Hall Oxf.			BA	1784		St Mary's Hall College, Oxford	Oxford
2082				DD	1802			
2083	Peterhouse Camb.	1734					Peterhouse College, Cambridge	Cambridge
2085	Gottingen U.	1775					Göttingen University	Göttingen
2086						Benjamin Cooke		
2103	Eton						Eton College School	Eton
2103	Ch.Ch. Oxf.	1770					Church Christ College, Oxford	Oxford
2104	Eton						Eton College School	Eton
2105	Eton						Eton College School	Eton
2106	Eton						Eton College School	Eton
2106	Ch.Ch. Oxf.	1776					Church Christ College, Oxford	Oxford
2106	L.Inn	1780					Lincoln's Inn	London
2110	Edinburgh U.	1764					Edinburgh University	Edinburgh
2111	Oxf.			DCL	1793			Oxford
2112	Winchester						Winchester College School	Winchester
2112	BNC Oxf.	1734					Brasenose College, Oxford	Oxford
2113	Eton						Eton College School	Eton
2113	Edinburgh U.						Edinburgh University	Edinburgh
2113	Ch.Ch. Oxf.	1764					Church Christ College, Oxford	Oxford
2115	Eton						Eton College School	Eton
2115	Trin. Camb.	1781					Trinity College, Cambridge	Cambridge
2115	M.Temple	1783					Middle Temple	London
2116	Queens' Camb.	1755					Queen's College, Cambridge	Cambridge
2117	Winchester						Winchester College School	Winchester
2117	Trin. Camb.	1784					Trinity College, Cambridge	Cambridge
2118	Trin. Camb.	1765					Trinity College, Cambridge	Cambridge
2118	I.Temple	1766					Inner Temple	London
2121	Westminster						Westminster School	Westminster, London
2121	Ch.Ch. Oxf.	1767					Church Christ College, Oxford	Oxford
2127	RA Schools	1769					Royal Academy Schools	London
2127						Cipriani		
2128	Eton						Eton College School	Eton
2128	Trin. Hall Camb.	1766					Trinity Hall College, Cambridge	Cambridge
2131	Trin. Hall Camb.	1773					Trinity Hall College, Cambridge	Cambridge
2133	Trin. Hall Camb.	1760					Trinity Hall College, Cambridge	Cambridge
2133	L.Inn	1758					Lincoln's Inn	London
2133				LLB	1766			
2135	Eton						Eton College School	Eton
2136	Eton						Eton College School	Eton
2136	BNC Oxf.	1712					Brasenose College, Oxford	Oxford
2142	Westminster						Westminster School	Westminster, London
2142	Ch.Ch. Oxf.	1767					Church Christ College, Oxford	Oxford
2147	Marlborough						Marlborough Grammar School	Marlborough
2147	New Coll. Oxf.	1720					New College, Oxford	Oxford
2149	Queen's Oxf.	1754					Queen's College, Oxford	Oxford
2149	L.Inn	1754					Lincoln's Inn	London
2152	Caius Camb.	1784					Gonville and Caius College, Cambridge	Cambridge
2163	St Mary Hall Oxf.	1737					St Mary's Hall College, Oxford	Oxford
2163	Geneva U.	1740					University of Geneva	Geneva
2168	RA Schools	1781					Royal Academy Schools	London
2188	Christ's Camb.	1777					Christ's College, Cambridge	Cambridge
2201	Eton						Eton College School	Eton
2202	Westminster						Westminster School	Westminster, London
2202	Ch.Ch. Oxf.	1720					Church Christ College, Oxford	Oxford
2203	Eton						Eton College School	Eton
2207	Glasgow U.	1738	1742				Glasgow University	Glasgow
2209	Dublin Society Schools of Drawing	1750	1758				Dublin Society Schools of Drawing	Dublin
2211	Ch.Ch. Oxf.	1718					Church Christ College, Oxford	Oxford
2212	Winchester						Winchester College School	Winchester
2212	St Mary Hall Oxf.	1741					St Mary's Hall College, Oxford	Oxford
2219	Westminster						Westminster School	Westminster, London
2220	RA Schools	1769					Royal Academy Schools	London
2221	St John's Camb.	1795					St John's College, Cambridge	Cambridge
2228	L.Inn	1750					Lincoln's Inn	London
2236	Westminster						Westminster School	Westminster, London
2236	Ch.Ch. Oxf.	1763					Church Christ College, Oxford	Oxford
2242	Westminster						Westminster School	Westminster, London
2242	Ch.Ch. Oxf.	1693					Church Christ College, Oxford	Oxford
2243	St Catharine's Camb.	1720					St Catharine's College, Cambridge	Cambridge
2248	Ch.Ch. Oxf.	1702					Church Christ College, Oxford	Oxford
2248	I.Temple	1710					Inner Temple	London
2249	Westminster						Westminster School	Westminster, London
2251	RA Schools	1769	1776				Royal Academy Schools	London
2255	Eton						Eton College School	Eton
2255	King's Camb.	1765					King's College, Cambridge	Cambridge
2255	L.Inn	1768					Lincoln's Inn	London
2265	Westminster						Westminster School	Westminster, London
2287	St Mary Hall Oxf.	1724					St Mary's Hall College, Oxford	Oxford
2305	Queens' Camb.	1750					Queen's College, Cambridge	Cambridge
2305	M.Temple	1750					Middle Temple	London
2309	Ch.Ch. Oxf.	1705					Church Christ College, Oxford	Oxford
2314	Trin. Camb.						Trinity College, Cambridge	Cambridge
2314	Trin. Camb.			BA	1782		Trinity College, Cambridge	Cambridge
2327	Ch.Ch. Oxf.						Church Christ College, Oxford	Oxford
2327	Ch.Ch. Oxf.			BA	1731		Church Christ College, Oxford	Oxford
2327	Ch.Ch. Oxf.			DD	1745		Church Christ College, Oxford	Oxford
2337	King's Camb.	1719					King's College, Cambridge	Cambridge
2337				DD	1748			
2338		1742	1749			Henry Cheere		
2340	Ch.Ch. Oxf.	1712					Church Christ College, Oxford	Oxford
2341	Carlisle					J.B. Gilpin		Carlisle, Cumbria
2341	RA Schools	1778					Royal Academy Schools	London
2348	Peterhouse Camb.	1706					Peterhouse College, Cambridge	Cambridge
2348	I.Temple	1708					Inner Temple	London
2357	Dublin U.	1740					Trinity College Dublin	Dublin
2363	Harrow						Harrow School	London
2365	Ch.Ch. Oxf.	1705					Church Christ College, Oxford	Oxford
2379	Westminster						Westminster School	Westminster, London
2380	Clare Camb.	1708					Clare College, Cambridge	Cambridge
2381	Camb.							Cambridge
2381	Camb.			BA	1755			Cambridge
2383	Eton						Eton College School	Eton
2385	St John's Camb.	1786					St John's College, Cambridge	Cambridge
2385	L.Inn	1793					Lincoln's Inn	London
2387	Westminster						Westminster School	Westminster, London
2387	Clare Camb.	1713					Clare College, Cambridge	Cambridge
2390	Westminster						Westminster School	Westminster, London
2390	Corpus Christi Camb.	1751					Corpus Christi College, Cambridge	Cambridge
2392	St John's Camb.	1720					St John's College, Cambridge	Cambridge
2401						John Van Nost the younger		
2402	Ch.Ch. Oxf.	1676					Church Christ College, Oxford	Oxford
2412	Dublin Society Schools of Drawing						Dublin Society Schools of Drawing	Dublin
2416	Peterhouse Camb.	1731					Peterhouse College, Cambridge	Cambridge
2420	Queen's Oxf.	1774					Queen's College, Oxford	Oxford
2424	Shrewsbury						Shrewsbury School	Shrewsbury
2424	St John's Camb.						St John's College, Cambridge	Cambridge
2424	St John's Camb.			BA	1675		St John's College, Cambridge	Cambridge
2424	Oxf.			DCL	1708			Oxford
2425	Shrewsbury						Shrewsbury School	Shrewsbury
2425	Westminster						Westminster School	Westminster, London
2425	Magd. Oxf.	1750					Magdalene College, Oxford	Oxford
2426	Eton						Eton College School	Eton
2426	St John's Camb.	1707					St John's College, Cambridge	Cambridge
2426	M.Temple	1708					Middle Temple	London
2432	Trin. Camb.	1706					Trinity College, Cambridge	Cambridge
2433	Trin. Camb.	1783					Trinity College, Cambridge	Cambridge
2434	Trinity Camb.	1751					Trinity College, Cambridge	Cambridge
2434				DD	1764			
2437	Bristol GS						Bristol Grammar School	Bristol
2437	Hertford Oxf.	1764					Hertford College, Oxford	Oxford
2437	I.Temple	1766					Inner Temple	London
2439	Westminster						Westminster School	Westminster, London
2442						Scheemakers		
2443	RA Schools	1773					Royal Academy Schools	London
2443						his father		
2446	London					Grisoni	Grisoni	London
2447	Westminster						Westminster School	Westminster, London
2448	Westminster						Westminster School	Westminster, London
2448	Christ's Camb.	1739					Christ's College, Cambridge	Cambridge
2449				MD	1700			
2452	Bristol GS						Bristol Grammar School	Bristol
2452	BNC Oxf.	1774					Brasenose College, Oxford	Oxford
2452	M.Temple	1776					Middle Temple	London
2453	Eton						Eton College School	Eton
2453	Corpus Oxf.	1727					Corpus Christi College, Oxford	Oxford
2462	Trin. Oxf.	1716					Trinity College, Oxford	Oxford
2467	Westminster						Westminster School	Westminster, London
2467	Trin. Camb.	1732					Trinity College, Cambridge	Cambridge
2468	Corpus Oxf.	1704					Corpus Christi College, Oxford	Oxford
2468	Magd. Oxf.	1705					Magdalene College, Oxford	Oxford
2468	Magd. Oxf.			MA	1711		Magdalene College, Oxford	Oxford
2470	St John's Camb.	1758					St John's College, Cambridge	Cambridge
2470				LLB	1765			
2471	Eton						Eton College School	Eton
2471	Ch.Ch. Oxf.	1720					Church Christ College, Oxford	Oxford
2473	Eton						Eton College School	Eton
2473	Ch.Ch. Oxf.	1790					Church Christ College, Oxford	Oxford
2477	Amsterdam	1773	1734					Amsterdam
2477	L.Inn	1740					Lincoln's Inn	London
2484	Magd. Oxf.	1740					Magdalene College, Oxford	Oxford
2488	Leipzig U.						Leipzig University	Leipzig
